episode,episode_order,speaker,utterance
67560,34,"ARI SHAPIRO, HOST","UNIDENTIFIED WOMAN #3: Breaking news - shots fired on the campus of Cal State, San Bernardino."
67560,35,"ARI SHAPIRO, HOST",No one was injured.
67560,36,"MARY LOUISE KELLY, HOST","And January 4, two shots were fired into a Seattle high school - no one injured."
67560,37,"ARI SHAPIRO, HOST","That same day in Michigan, a man shot and killed himself in the parking lot of an empty elementary school."
67560,38,"MARY LOUISE KELLY, HOST",Eighteen shootings on school property. We are 46 days into 2018.
67560,39,_NO_SPEAKER,"(SOUNDBITE OF EXPLOSIONS IN THE SKY'S ""YOUR HAND IN MINE"")"
68670,1,"KELLY MCEVERS, HOST","The partial government shutdown appears to be coming to an end three days after it began. The breakthrough came when Democrats led by Minority Leader Chuck Schumer agreed to fund the government until February 8. That's a little under three weeks from now. In exchange, Senate Majority Leader Mitch McConnell pledged to take action on immigration. Beyond that, there aren't a lot of details. In a statement, President Trump said he's pleased the Democrats have come to their senses. He says once the government is funded, his administration will work toward a long-term deal on immigration but, quote, ""if and only if it's good for our country."""
68670,2,"KELLY MCEVERS, HOST","NPR national political correspondent Mara Liasson is at the White House to talk about all of this. Hey, Mara."
68670,3,"MARA LIASSON, BYLINE",Hi there.
68670,4,"KELLY MCEVERS, HOST","Just first to make sure we know what's happening, where do things stand now?"
68670,5,"MARA LIASSON, BYLINE","Where things stand now is that both houses of Congress have passed another short-term funding bill which gives Democrats, Republicans and the president a three-week reprieve. They now have until February 8 to figure out a deal on DACA, which is the Deferred Action for Childhood Arrivals program. This was protection from deportation for immigrants who were brought here as children, many of them illegally."
68670,6,"MARA LIASSON, BYLINE","President Trump has removed that protection, and he gave Congress until March 5 to figure out a solution, or else these DACA recipients would be subject to deportation. If a deal on DACA can't be reached by February 8, according to Mitch McConnell, the Senate Republican leader, his intention would be to let the issue go to the Senate floor."
68670,7,"KELLY MCEVERS, HOST","As we look back on these three days, this partial shutdown, I mean, which party comes out of the whole thing a winner?"
68670,8,"MARA LIASSON, BYLINE","The White House feels very confident that they won this round. The Trump campaign is already sending around a fundraising email saying Democrats caved. The president's son on Fox today said the shutdown has been good for us. And it's true. Chuck Schumer, the Democratic leader, didn't get that much when he agreed to this deal except for an extension of the Children's Health Program for six years. And a lot of left-wing groups who are part of the Democrats' base agree with the White House. They think Schumer gave in too easily."
68670,9,"MARA LIASSON, BYLINE","But whatever the political victory for the Republicans is, it's probably a short-term one because when the conversation was about shutting down the government on behalf of people in the country illegally, Democrats were losing the debate. But when the conversation turns back to what should be done about DACA recipients, Democrats are on firmer ground because vast majorities of Americans think those young people should have a path to citizenship."
68670,10,"KELLY MCEVERS, HOST","One of the issues that was reported - that came out that, you know, Democrats and Republicans didn't necessarily know where President Trump stood on this. And Senator Schumer said over the weekend, negotiating with President Trump is like negotiating with Jell-O. I think what - people are wondering why the president wasn't more involved in the conversation."
68670,11,"MARA LIASSON, BYLINE","Well, that's a good question, and the White House was very intent on pushing back against this notion that the president was a kind of bystander and uninvolved in the weekend negotiations over the shutdown. Here's White House Press Secretary Sarah Sanders."
68670,12,_NO_SPEAKER,(SOUNDBITE OF PRESS CONFERENCE)
68670,13,SARAH HUCKABEE SANDERS,Look; what the president did clearly worked. The vote just came in 81-18. I would say that those numbers are much more in the president's favor than in Senator Schumer's favor.
68670,14,"MARA LIASSON, BYLINE","So we still don't know exactly what the president wants in a final deal, but we know at least in terms of this particular skirmish the president got a tactical victory. He gets to take credit, which he really likes to do."
68670,15,"KELLY MCEVERS, HOST","NPR's Mara Liasson at the White House, thanks a lot."
68670,16,"MARA LIASSON, BYLINE",Thank you.
70039,34,"NEAL CONAN, host","For listeners who did not hear the initial broadcast, a little difficult to understand what the complaint was about unless we played the offending piece of tape."
74884,12,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)","Phrased that way, I don't think so, no. I think that eBooks will continue to grow. Experientially right now, the only place that I really see people reading them, using the Kindle or the Sony Reader, these electronic book-reading devices, is either on the subway in New York City where you have, you know, certainly a group who can afford these technologies and who, you know, can use them in public. And then also for business travelers - again an audience with disposable income, who is space conscious and technologically adept."
74884,13,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)","I do agree that there are certain kinds of books that may find their audiences eroded. We've already seen this. A certain kind of current affairs book - you know, the torn from the headlines story - enough of that is available on TV or in excerpts or online. People can blog now and tell their story directly to their audience. They don't have to have the intervention of a book, the way that they used to. So I do see some erosion there. I do see that there will continue to be an audience and a readership for books as objects as well. The book is still a technology that works really well. You can get it wet, and the most it'll do is wrinkle. You can slip it in your purse or your pocket. It works."
74884,14,"SCOTT SIMON, host","Charlotte Abbott, contributing editor for Publishers Weekly. Ms. Abbott, thanks so much."
74884,15,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)",Thank you.
75394,1,"MADELEINE BRAND, host","From NPR West, this is DAY TO DAY.  Alex Chadwick is away.  I'm Madeleine      Brand."
75394,2,"MADELEINE BRAND, host","Coming up, why Democrats are divided on Iraq.  But first, minutes before      today's midnight deadline, the Iraqi parliament has reviewed a draft      constitution, but they've concluded that there are still outstanding      issues left to be resolved, and they say they'll take the next three days      to do that. Dan Murphy is a reporter for The Christian Science Monitor in      Baghdad.  I spoke with him earlier about the remaining issues."
75394,3,"MADELEINE BRAND, host","The main stumbling blocks, as we know them, are federalism, the      role of Islam, especially the rights of women, and how to distribute the      oil wealth in Iraq.  Has there been any progress in the last week on any      of those issues?"
75394,4,Mr. DAN MURPHY (The Christian Science Monitor),"It depends on who you're      talking to.  You're right that those are the main stumbling blocks, but      an additional main stumbling block is the Sunni Arab minority, who are      very underrepresented in parliament.  And, of course, Sunni Arabs are      behind most of the insurgent activity here.  And they don't want to sign      off on a constitution.  There seems as if there's been a progress between      Kurds and Shiites who are sort of the dominant political forces in this      process.  The Sunnis don't want to sign off at all, and so as we go      towards this deadline in a few hours here, the Kurds and the Shiites are      talking to the press and saying, `We think we've got it all stitched up.      We've got a draft we can live with,' and the Sunnis are saying, `No way.      If you push this through over our heads, there's going to be more blood      here.  Please don't do this.'  What we don't know is whether or not the      Shiites and the Kurds will push ahead on that basis."
